market,rank,creative_name,ad_name,adset_name,QL,TQL,TD,CPTQL,CPTD,CTR,CPC,spend,content_format,creative_type,talent_type,production_style,campaign_audience,pain_benefit,language,thumbnail_url
MEA,1,Video_Updated-Testimonial-Surveen-15s,Mea_PFX_FB_Leads-Conv_NA_Int-Female_LeadGen_NA_Video_Updated-Testimonial-Surveen-15s_061025,Mea_PFX_FB_Leads_Conv_Int_Female_Pri/Sec/Parents+Premium_35-55_LeadGen_061025,11.0,9.0,5.0,6153.0,11075.0,0.61,216.0,55374.0,,,,,,,,https://scontent-bom2-3.xx.fbcdn.net/v/t15.5256-10/548495558_810378674799975_28580898571887801_n.jpg?_nc_cat=103&ccb=1-7&_nc_ohc=IS6UlwKK_mwQ7kNvwEZ4Qg4&_nc_oc=AdqU6-sMMDQg8nOzbnBuXFGxYAf0repCEr-S4vI3bU-Dk7C3_Bix9RRatW0mWf3fvqk&_nc_zt=23&_nc_ht=scontent-bom2-3.xx&edm=AOgd6ZUEAAAA&_nc_gid=CGjQLxyr2GRGikUkyeRF2A&_nc_tpa=Q5bMBQFko0koVrtRhsG3HcwZdBJ1ASvDHCpCd03UqPnd2MwaTw5F8mLPcmSBoP8XdFtxSBCDAjE8YK_Z&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75_tt6&ur=b696e2&_nc_sid=58080a&oh=00_Af1CZTFMxkiLNtiNyqjCTMRImxLT47jJMN3NPxGgvrm4SA&oe=69DD314F
MEA,2,with_preteens_Video_Brand-Mission-27s,MEA_AKT_FB_Leads_Conv_Interest_Maths_Engaged_shoppers_Parents_with_preteens_Video_Brand-Mission-27s_20-Oct-2025,MEA_AKT_FB_Leads_Conv_Interest_Maths_Engaged_shoppers_Parents_with_preteens_20-Oct-2025,19.0,15.0,11.0,9265.0,12635.0,0.66,148.0,138980.0,Graphic Explainer,Video,None,Static Graphic,Interest (BAU),Foundation Building,English,https://external-bom2-1.xx.fbcdn.net/emg1/v/t13/8178952000637579522?url=https%3A%2F%2Fwww.facebook.com%2Fads%2Fimage%2F%3Fd%3DAQLIBmnCs2_PupEmYLh_5GABZUF-_v40Up74dlOa0ZSCuCKPFbsNjy5mq8_BsZv030bWLOq4R432jYFVtLUjCVj5eP8AaggVq0OJ6l7ns3XcRUAj9MkVbRlw_L1HMRb_T6jhovpXQGwrPr_z8mqprl6C&fb_obo=1&utld=facebook.com&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75_tt6&edm=AOgd6ZUEAAAA&_nc_gid=OVS8VGhq4by0Hp0-mr8DbA&_nc_oc=AdpKMWvQ0dLmJfAPai-MmRWikkxSY2PShV0_JktKHzCBLuOaREakbaICZ20RjefCUg0&ccb=13-1&oh=06_Q3--AdK0TVQc7P81lGR5cMQZ3H_a0D0kq2TW0zJvl6Jcq1wC&oe=69D92447&_nc_sid=58080a
MEA,3,Static_O-Strong-Foundations_V2-,MEA_AKT_FB_Leads_Conv_Interest_Maths_Engaged_shoppers_Parents_with_preteens_NA_Static_O-Strong-Foundations_V2-121225,MEA_AKT_FB_Leads_Conv_Interest_Maths_Engaged_shoppers_Parents_with_preteens_20-Oct-2025,39.0,22.0,13.0,11408.0,19305.0,0.6,158.0,250965.0,,,,,,,,https://scontent-bom2-3.xx.fbcdn.net/v/t45.1600-4/599377668_4282420001998133_1542277552829226105_n.png?_nc_cat=103&ccb=1-7&_nc_ohc=eY5a95z4dFoQ7kNvwGYiHFq&_nc_oc=AdpwJS7oBr1H8Kq5zFcfS04kijWtBWAab_xZ0Y8jWgGSAu6L_ODviv01svoCjMvtiig&_nc_zt=1&_nc_ht=scontent-bom2-3.xx&edm=AOgd6ZUEAAAA&_nc_gid=OVS8VGhq4by0Hp0-mr8DbA&_nc_tpa=Q5bMBQER8g3TlyxPnlU7xQbn_Nkd9Mi78tkFrTPMESJzR0Lk-4JvG0xtG35G3EVJBAnCajFI5K-Ii-AW&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75_tt6&ur=52f3c4&_nc_sid=58080a&oh=00_Af0s-aP3MINe-Ua4FEJ8arWMLFtKsxm04bPhLb2WpoTfzA&oe=69DD2BAD
MEA,4,Video_Updated-Testimonial-Amyra-Parent-26s,Mea_PFX_FB_Leads-Conv_NA_Int-Female_LeadGen_NA_Video_Updated-Testimonial-Amyra-Parent-26s_061025,Mea_PFX_FB_Leads_Conv_Int_Female_Pri/Sec/Parents+Premium_35-55_LeadGen_061025,30.0,12.0,11.0,14045.0,15321.0,0.83,220.0,168534.0,,,,,,,,https://scontent-bom2-3.xx.fbcdn.net/v/t15.5256-10/560510120_819059860559507_9038271188070599911_n.jpg?_nc_cat=101&ccb=1-7&_nc_ohc=UuT26817J8sQ7kNvwHtxSMM&_nc_oc=Adq0x3Jsm62pHJa5vDaQssrh8eqAMnK-7oxY7H_eeFELpO2gv0BseBdhHZcYOGparcQ&_nc_zt=23&_nc_ht=scontent-bom2-3.xx&edm=AOgd6ZUEAAAA&_nc_gid=dpqtZdj3n-1fuLQ9WNlk_g&_nc_tpa=Q5bMBQEz9WaNnYjpQE_v7ANOly2xWV5S95FEbJgRogwOz7owcaPgo2JH8KILvHDk0axCFD1eo7StaKBq&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75_tt6&ur=b696e2&_nc_sid=58080a&oh=00_Af3LzmT4uy5z0pF3jIoP0Oa94TkTMft3bJO-E9iQK7unLw&oe=69DD26AE
MEA,5,Static-Loved-by-UAE-Families-,MEA_AKT_FB_Leads_Conv_Interest_Maths_Engaged_shoppers_Parents_with_preteens_NA_Static-Loved-by-UAE-Families-14-Nov-2025,MEA_AKT_FB_Leads_Conv_Interest_Maths_Engaged_shoppers_Parents_with_preteens_20-Oct-2025,16.0,9.0,5.0,11346.0,20423.0,0.64,136.0,102113.0,,,,,,,,https://scontent-bom5-1.xx.fbcdn.net/v/t45.1600-4/573413894_4241125789460888_2838186349847216652_n.png?_nc_cat=111&ccb=1-7&_nc_ohc=Nz_hI5ihFAgQ7kNvwEWbXCr&_nc_oc=Adru_7ZDuTvUxiAOMRSW0whnjxxn_ehPoGt5CwPlfghhmoFSjqt1HyeQoEt5ukGOIpo&_nc_zt=1&_nc_ht=scontent-bom5-1.xx&edm=AOgd6ZUEAAAA&_nc_gid=OVS8VGhq4by0Hp0-mr8DbA&_nc_tpa=Q5bMBQEG7hrwfEAClM--QyBN3_Ql-SEa3ojjfoYskJbSFBiWMJ9tt112OkuJzfmmhxWLT6RadSdz7ZBn&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75_tt6&ur=52f3c4&_nc_sid=58080a&oh=00_Af1vkgHMh7eDLzS93OAZZcD0dsPS37LLwO94wobEWnFWlQ&oe=69DD068E
MEA,6,Static_Y-Girl-MathFit,Mea_PFX_FB_Leads-Conv_AD-DH-Sha-Cities_Int-Premium_LeadGen_NA_Static_Y-Girl-MathFit_240925,Mea_PFX_FB_Leads_Conv_AD-DH-Sha-Cities_Int_Premium_35-55_LeadGen_290825,28.0,14.0,8.0,12210.0,21368.0,0.64,268.0,170944.0,,,,,,,,https://scontent-bom5-1.xx.fbcdn.net/v/t45.1600-4/552887166_122119833596965638_1916190232030995480_n.png?_nc_cat=105&ccb=1-7&_nc_ohc=j1MZVxZH_BkQ7kNvwEEOtVW&_nc_oc=AdqwizVOyyZQdtgw0v3d8bvEC8T3ptgbRASVcfGQmauEtSC9wQhMXnA2JNXQtya6i_c&_nc_zt=1&_nc_ht=scontent-bom5-1.xx&edm=AOgd6ZUEAAAA&_nc_gid=f2HdrKt8kbNQjhsyK5Zpng&_nc_tpa=Q5bMBQHshYB8MvDoTRLq8-En4nLUbPAqjsOuJf6qhxw6r6j3jIuCgEDahx6HnaVq5OtVDyCLmBPpvq2e&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75_tt6&ur=52f3c4&_nc_sid=58080a&oh=00_Af3ZRjkFSIXu2nthhbUaynO-p_SmFkqpniZwHqZPMMR-WA&oe=69DD14A1
MEA,7,Video_Updated-Testimonial-Surveen-15s,Mea_PFX_FB_Leads-Conv_AD-DH-Sha-Cities_Int-Premium_LeadGen_NA_Video_Updated-Testimonial-Surveen-15s_170925,Mea_PFX_FB_Leads_Conv_AD-DH-Sha-Cities_Int_Premium_35-55_LeadGen_290825,71.0,37.0,24.0,14208.0,21904.0,0.56,189.0,525688.0,,,,,,,,https://scontent-bom2-3.xx.fbcdn.net/v/t15.5256-10/548495558_810378674799975_28580898571887801_n.jpg?_nc_cat=103&ccb=1-7&_nc_ohc=IS6UlwKK_mwQ7kNvwHCDsEz&_nc_oc=Ado3ZENIeQcEZ_3BMuAPQq5n8_Rg8JmQJar2iVWirtIys-m_39GSPcvJMpZOwjSKJnE&_nc_zt=23&_nc_ht=scontent-bom2-3.xx&edm=AOgd6ZUEAAAA&_nc_gid=OVS8VGhq4by0Hp0-mr8DbA&_nc_tpa=Q5bMBQEC2wXMm0VfuZvz-cGcwG1pyeeDHegsiGn78ngAskt4mjASWwX6OuxtXHd_z3QQmKuQ5JXkr5wT&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75_tt6&ur=b696e2&_nc_sid=58080a&oh=00_Af1PAFisOx4aiKanBfpivHVadei6jQyj_S5aMkKuIz2Lzw&oe=69DD314F
MEA,8,Video-English-Testimonial-Kasi-Madi-,MEA_FB_Leads_Advantage+Non-OTP_form_LeadGen_NA_Video-English-Testimonial-Kasi-Madi-28-Nov-2025,MEA_FB_Leads_Advantage+Non-OTP_form_LeadGen_24_Nov_2025,38.0,19.0,12.0,14335.0,22698.0,0.83,85.0,272372.0,,,,,,,,https://scontent-bom5-1.xx.fbcdn.net/v/t15.5256-10/591431722_867318832488768_1930730765848973991_n.jpg?_nc_cat=110&ccb=1-7&_nc_ohc=75g6U_-K3NIQ7kNvwEKYp0P&_nc_oc=Adq6NFu32T28nEPxrk-CgZJZ6ZPn-J1mSdBUWHj27mXxdAoG1kkbXnCIscrK0FSlGOM&_nc_zt=23&_nc_ht=scontent-bom5-1.xx&edm=AOgd6ZUEAAAA&_nc_gid=OVS8VGhq4by0Hp0-mr8DbA&_nc_tpa=Q5bMBQGZst8i6J6wddDP8mzrNxitF3tKG-X_lAMXHmYEckM0KAcpOOkI2fmTGt15VAssaomjuNc7JKod&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75_tt6&ur=b696e2&_nc_sid=58080a&oh=00_Af3Sg1K7AMcHfeGujs0-d9mTs9-42uzDIgIRek2MdJee3w&oe=69DD35EE
MEA,9,Video-Webinar3-,MEA_AKT_FB_Leads_Conv_Cities_Int_Premium_Brands-New-Creatives-35-55_LeadGen_NA_Video-Webinar3-07-Nov-2025,MEA_AKT_FB_Leads_Conv_Cities_Int_Premium_Brands-New-Creatives-35-55_LeadGen_05-Nov-2025,26.0,15.0,8.0,13466.0,25249.0,1.07,93.0,201994.0,,,,,,,,https://scontent-bom2-4.xx.fbcdn.net/v/t15.5256-10/577606293_4335191043424248_6900479314077847108_n.jpg?_nc_cat=106&ccb=1-7&_nc_ohc=DgVG_eOLYEkQ7kNvwHZ6sbJ&_nc_oc=Adqmm8dbsm59z--Og2w3pz9tsVRTW-d5Eekx49b4m_zqHyACCq88cq9oPEDJbq3ne9Q&_nc_zt=23&_nc_ht=scontent-bom2-4.xx&edm=AOgd6ZUEAAAA&_nc_gid=Ess95SXkz0bWRFnAxjeseg&_nc_tpa=Q5bMBQHfh23G83O927KHoAG62t_AWeRpPxrnsdy38x2WgC3Ld2jwS1-D0rP9HTrodSh2KtCkUu_1vaBq&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75_tt6&ur=b696e2&_nc_sid=58080a&oh=00_Af2FrK2M0dJxoQ-tUNkBkIlwgjUUYjCRhDRnHyoq0NSD1g&oe=69DD0CCB
MEA,10,Static_O-Strong-Foundations,MEA_AKT_FB_Leads_Conv_Interest_Maths_Engaged_shoppers_Parents_with_preteens_NA_Static_O-Strong-Foundations_20-Oct-2025,MEA_AKT_FB_Leads_Conv_Interest_Maths_Engaged_shoppers_Parents_with_preteens_20-Oct-2025,41.0,20.0,10.0,14730.0,29460.0,0.63,175.0,294604.0,,,,,,,,https://scontent-bom2-3.xx.fbcdn.net/v/t45.1600-4/599377668_4282420001998133_1542277552829226105_n.png?_nc_cat=103&ccb=1-7&_nc_ohc=eY5a95z4dFoQ7kNvwGaaZVl&_nc_oc=AdpkJ49wVQfc1RKkI34CHim_YK5eA6XigdxHAykxH9A1-Q8rWK6kBua89CCeln23rtk&_nc_zt=1&_nc_ht=scontent-bom2-3.xx&edm=AOgd6ZUEAAAA&_nc_gid=C_WGYgjUfO26Bc7gxTilNQ&_nc_tpa=Q5bMBQHR5GCqBzQlkhYpZX80F1cwJK80_0gcD-CNTYS2Nvp5066ACbXAo3bCHwjY_UNjQxFCWtLyobi6&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75_tt6&ur=52f3c4&_nc_sid=58080a&oh=00_Af06I2WU09HaNjgVK9NxD54WlYjszaLCwrko9zisH0AHhQ&oe=69DD2BAD
MEA,11,Video_Updated-Testimonial-Surveen-15s,Mea_PFX_FB_Leads-Conv_NA_Int-Female_LeadGen_NA_Video_Updated-Testimonial-Surveen-15s_070326,Mea_PFX_FB_Leads_Conv_Int_Female_Pri/Sec/Parents+Premium_35-55_LeadGen_061025,39.0,17.0,6.0,12219.0,34620.0,0.61,135.0,207719.0,Testimonial,Video,Parent,UGC,Interest (BAU),Confidence | Grades & School | Parent Peace of Mind,English,https://scontent-bom2-3.xx.fbcdn.net/v/t15.5256-10/548495558_810378674799975_28580898571887801_n.jpg?_nc_cat=103&ccb=1-7&_nc_ohc=IS6UlwKK_mwQ7kNvwFEvwRS&_nc_oc=AdrvdJFhlGI5Z9Stwuy2J34uk0SvuSaNefYOQwzpcurwAY7g0UdqYSPN0vM5hfJXTlo&_nc_zt=23&_nc_ht=scontent-bom2-3.xx&edm=AAwGEdEEAAAA&_nc_gid=1vSTsn8IFgtiqnz36mfmLw&_nc_tpa=Q5bMBQFiNK-Z85yToOoUTj9RKewf_uBe5Rp5lgXW0_XEEWcl2g79llKfunAEa05TcHVJmGzosCNsHekz&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75_tt6&ur=b696e2&_nc_sid=58080a&oh=00_Af1NLPIa381bo9Sn6MPrbSel6Y66G26iuhQXlZUh074Xgg&oe=69DD314F
MEA,12,Video_Updated-Testimonial-Amyra-Parent-26s,MEA_FB_Leads_Advantage+Non-OTP_form_LeadGen_NA_Video_Updated-Testimonial-Amyra-Parent-26s_24-Nov-2025,MEA_FB_Leads_Advantage+Non-OTP_form_LeadGen_24_Nov_2025,27.0,14.0,7.0,15478.0,30956.0,0.53,93.0,216691.0,,,,,,,,https://scontent-bom2-3.xx.fbcdn.net/v/t15.5256-10/560510120_819059860559507_9038271188070599911_n.jpg?_nc_cat=101&ccb=1-7&_nc_ohc=UuT26817J8sQ7kNvwHtxSMM&_nc_oc=Adq0x3Jsm62pHJa5vDaQssrh8eqAMnK-7oxY7H_eeFELpO2gv0BseBdhHZcYOGparcQ&_nc_zt=23&_nc_ht=scontent-bom2-3.xx&edm=AOgd6ZUEAAAA&_nc_gid=f2HdrKt8kbNQjhsyK5Zpng&_nc_tpa=Q5bMBQH7jrTNDGtWT0NUBCB3Sz88nrKasj6qpq3o_KMCzDni0ikzhD0rlRNN4yYrCXucFSH9nrlhSzFV&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75_tt6&ur=b696e2&_nc_sid=58080a&oh=00_Af0nP-GdmRsDXL-muFqOZdyUOgOMwe0j2e27XALM78iy4g&oe=69DD26AE
